timestamp,request_count,bytes_sum,bytes_mean,bytes_max,bytes_p95,unique_hosts,status_2xx,status_3xx,status_4xx,status_5xx,error_count,error_rate,method_get,method_post,method_head,method_other,throughput_bytes_per_min,request_spike_score,congestion_score_proxy,target_next_congestion_score
1995-07-01 04:43:00+00:00,65.0,1397041.0,21492.938461538462,297851.0,64939.0,29.0,59.0,6.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,1397041.0,0.07460472210497311,0.48431935365238094,0.4293704875453709
1995-07-01 04:44:00+00:00,53.0,1006478.0,18990.150943396227,84638.0,84494.0,22.0,47.0,4.0,2.0,0.0,2.0,0.03773584905660377,53.0,0.0,0.0,0.0,1006478.0,0.0,0.3690965224001239,0.2461828702817881
1995-07-01 04:45:00+00:00,42.0,577218.0,13743.285714285714,80678.0,46888.0,19.0,35.0,3.0,4.0,0.0,4.0,0.09523809523809523,42.0,0.0,0.0,0.0,577218.0,0.0,0.2866734952780967,0.33687116324938254
1995-07-01 04:46:00+00:00,50.0,2405136.0,48102.72,887988.0,213721.7499999992,20.0,45.0,1.0,4.0,0.0,4.0,0.08,50.0,0.0,0.0,0.0,2405136.0,0.0,0.45891968959825113,0.21135615040886718
1995-07-01 04:47:00+00:00,23.0,1492581.0,64894.82608695652,593699.0,378411.5999999996,18.0,18.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1492581.0,0.0,0.24970662430636234,0.3868673735100175
1995-07-01 04:48:00+00:00,42.0,2306610.0,54919.28571428572,835394.0,235128.09999999995,22.0,37.0,5.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2306610.0,0.0,0.4114349085457253,0.17059556686285143
1995-07-01 04:49:00+00:00,48.0,516627.0,10763.0625,84907.0,43986.399999999994,21.0,41.0,7.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,516627.0,0.0,0.2987226774415738,0.5090679994506945
1995-07-01 04:50:00+00:00,57.0,1097817.0,19259.947368421053,305722.0,63213.599999999904,25.0,50.0,7.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1097817.0,0.0,0.40042565887488013,0.46939143535856065
1995-07-01 04:51:00+00:00,79.0,1819469.0,23031.25316455696,569688.0,65817.89999999995,29.0,75.0,4.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0,0.0,1819469.0,0.40957160991586544,0.6090355340097213,0.5070511551412619
1995-07-01 04:52:00+00:00,59.0,2042930.0,34625.93220338983,257194.0,130732.7,27.0,53.0,6.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,2042930.0,0.0,0.4893564006601926,0.26559919532994747
1995-07-01 04:53:00+00:00,63.0,1280686.0,20328.349206349205,109358.0,73061.7,28.0,58.0,4.0,1.0,0.0,1.0,0.015873015873015872,63.0,0.0,0.0,0.0,1280686.0,0.0700839757106223,0.46483891293935947,0.24537436303017213
1995-07-01 04:54:00+00:00,55.0,2119639.0,38538.89090909091,887988.0,127045.0,27.0,48.0,7.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,2119639.0,0.0,0.47799668995366773,0.4654297380440202
1995-07-01 04:55:00+00:00,75.0,2606952.0,34759.36,887988.0,79650.39999999992,33.0,73.0,2.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,2606952.0,0.3266942184942878,0.6623281412070051,0.40602294060776817
1995-07-01 04:56:00+00:00,61.0,1925008.0,31557.508196721312,516688.0,130724.0,30.0,57.0,4.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,1925008.0,0.023526698181572842,0.5064625582534441,0.34793525118498175
1995-07-01 04:57:00+00:00,64.0,1094684.0,17104.4375,127045.0,66535.4,23.0,62.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1094684.0,0.08764592538577998,0.42883494725936333,0.29293783933654177
1995-07-01 04:58:00+00:00,50.0,2035260.0,40705.2,1121554.0,193569.49999999994,22.0,47.0,2.0,1.0,0.0,1.0,0.02,50.0,0.0,0.0,0.0,2035260.0,0.0,0.4293704875453709,0.3462593673369274
1995-07-01 04:59:00+00:00,36.0,767421.0,21317.25,199746.0,78888.75,17.0,33.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,767421.0,0.0,0.2461828702817881,0.3780283057674624
1995-07-01 05:00:00+00:00,56.0,704620.0,12582.5,107469.0,80815.75,19.0,43.0,13.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,704620.0,0.0,0.33687116324938254,0.39463112131695754
1995-07-01 05:01:00+00:00,37.0,443921.0,11997.864864864865,90112.0,46579.199999999866,14.0,32.0,5.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,443921.0,0.0,0.21135615040886718,0.4087381277881857
1995-07-01 05:02:00+00:00,49.0,1777013.0,36265.57142857143,887988.0,76333.5999999998,19.0,35.0,14.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,1777013.0,0.0,0.3868673735100175,0.2941127511883713
1995-07-01 05:03:00+00:00,30.0,364942.0,12164.733333333334,84494.0,43836.249999999985,13.0,28.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,364942.0,0.0,0.17059556686285143,0.35748789297603456
1995-07-01 05:04:00+00:00,69.0,1641193.0,23785.405797101448,593699.0,46296.399999999994,24.0,53.0,16.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,1641193.0,0.21950953442373042,0.5090679994506945,0.16054981713105343
1995-07-01 05:05:00+00:00,55.0,2089543.0,37991.69090909091,1121554.0,77000.99999999997,25.0,52.0,2.0,1.0,0.0,1.0,0.01818181818181818,55.0,0.0,0.0,0.0,2089543.0,0.0,0.46939143535856065,0.2997038539294522
1995-07-01 05:06:00+00:00,60.0,2246585.0,37443.083333333336,1121554.0,106206.29999999973,26.0,53.0,7.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2246585.0,0.03257776227628818,0.5070511551412619,0.43594248899181653
1995-07-01 05:07:00+00:00,40.0,597490.0,14937.25,66202.0,62021.34999999999,20.0,39.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,597490.0,0.0,0.26559919532994747,0.3685136614137631
1995-07-01 05:08:00+00:00,42.0,412729.0,9826.880952380952,65451.0,30942.749999999975,17.0,41.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,412729.0,0.0,0.24537436303017213,0.42120968870367204
1995-07-01 05:09:00+00:00,56.0,2114179.0,37753.19642857143,1121554.0,76419.5,23.0,49.0,6.0,1.0,0.0,1.0,0.017857142857142856,56.0,0.0,0.0,0.0,2114179.0,0.0,0.4654297380440202,0.4006712730474611
1995-07-01 05:10:00+00:00,59.0,1102830.0,18692.033898305086,280014.0,69599.49999999997,24.0,55.0,4.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1102830.0,0.016873167752493007,0.40602294060776817,0.5115366596365326
1995-07-01 05:11:00+00:00,60.0,711428.0,11857.133333333333,90112.0,37958.19999999994,17.0,56.0,4.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,711428.0,0.03483841947384305,0.34793525118498175,0.2783564968331458
1995-07-01 05:12:00+00:00,46.0,553572.0,12034.173913043478,65536.0,47950.75,21.0,34.0,12.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,553572.0,0.0,0.29293783933654177,0.1939173485116804
1995-07-01 05:13:00+00:00,49.0,963289.0,19658.95918367347,136806.0,66266.59999999999,23.0,47.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,963289.0,0.0,0.3462593673369274,0.26697378068967903
1995-07-01 05:14:00+00:00,42.0,1455312.0,34650.28571428572,235862.0,213242.0499999998,28.0,38.0,4.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1455312.0,0.0,0.3780283057674624,0.2144779213812994
1995-07-01 05:15:00+00:00,55.0,1336022.0,24291.30909090909,305722.0,101267.0,22.0,46.0,9.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1336022.0,0.0,0.39463112131695754,0.4063931406369834
1995-07-01 05:16:00+00:00,49.0,2003520.0,40888.163265306124,835394.0,119956.7999999998,20.0,41.0,8.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,2003520.0,0.0,0.4087381277881857,0.44171877756837696
1995-07-01 05:17:00+00:00,36.0,1142408.0,31733.555555555555,305722.0,119638.75,21.0,35.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1142408.0,0.0,0.2941127511883713,0.3840581239462143
1995-07-01 05:18:00+00:00,45.0,1343268.0,29850.4,543680.0,77558.99999999999,23.0,38.0,7.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1343268.0,0.0,0.35748789297603456,0.2580638277672843
1995-07-01 05:19:00+00:00,29.0,488764.0,16853.931034482757,65710.0,53255.59999999997,10.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,488764.0,0.0,0.16054981713105343,0.28579450226967895
1995-07-01 05:20:00+00:00,45.0,903109.0,20069.088888888888,270336.0,63436.39999999998,18.0,38.0,7.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,903109.0,0.0,0.2997038539294522,0.44104796496023285
1995-07-01 05:21:00+00:00,50.0,2311460.0,46229.2,1121554.0,194969.2499999995,20.0,44.0,6.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2311460.0,0.0,0.43594248899181653,0.4588475486796234
