epoch,loss,lr,mae,val_loss,val_mae
0,0.018262071534991264,0.001,0.09755399823188782,0.003387237899005413,0.04773453250527382
1,0.008449798449873924,0.001,0.06810865551233292,0.0036957133561372757,0.05144324526190758
2,0.008415957912802696,0.001,0.06812087446451187,0.003249090164899826,0.04540182650089264
3,0.008323761634528637,0.001,0.06771157681941986,0.0032236354891210794,0.043858274817466736
4,0.00823985505849123,0.001,0.06725084036588669,0.003241034224629402,0.04563741013407707
