epoch,loss,lr,mae,val_loss,val_mae
0,0.02159583754837513,0.001,0.1067219153046608,0.0034031658433377743,0.04661807417869568
1,0.00870808120816946,0.001,0.06923910975456238,0.0032860080245882273,0.04606949910521507
2,0.008589982986450195,0.001,0.06880028545856476,0.0035317917354404926,0.049986910074949265
3,0.008462611585855484,0.001,0.06829895824193954,0.003253189381211996,0.04327396675944328
4,0.00830000452697277,0.0005,0.06754402071237564,0.00349413906224072,0.0495494082570076
