epoch,loss,lr,mae,val_loss,val_mae
0,0.0112921679392457,0.001,0.07832647860050201,0.003208707319572568,0.045038361102342606
1,0.008793561719357967,0.001,0.06947539746761322,0.0032190310303121805,0.04286283999681473
2,0.008537521585822105,0.001,0.06859421730041504,0.003282628720626235,0.0468563586473465
3,0.008315128274261951,0.0005,0.06772900372743607,0.0033411365002393723,0.042326461523771286
