epoch,loss,lr,mae,val_loss,val_mae
0,0.023413531482219696,0.001,0.11169488728046417,0.0033995183184742928,0.0475873164832592
1,0.008496762253344059,0.001,0.06837977468967438,0.003398351604118943,0.04817136377096176
2,0.008493328467011452,0.001,0.06841393560171127,0.0033108703792095184,0.04673319309949875
3,0.008326156996190548,0.0005,0.06774955987930298,0.003222900442779064,0.043831538408994675
4,0.008293849416077137,0.0005,0.06752407550811768,0.0033229549881070852,0.04708471521735191
