epoch,loss,lr,mae,val_loss,val_mae
0,0.01289435289800167,0.001,0.08341012895107269,0.0032365177758038044,0.044573865830898285
1,0.008799092844128609,0.001,0.06950946897268295,0.003298215800896287,0.04504257068037987
2,0.008639883249998093,0.001,0.06895130127668381,0.0032160617411136627,0.04405169188976288
3,0.008390037342905998,0.0005,0.067702516913414,0.0033387993462383747,0.042306143790483475
4,0.008310236968100071,0.0005,0.06746333092451096,0.003203191328793764,0.043245188891887665
