epoch,loss,lr,mae,val_loss,val_mae
0,0.011648235842585564,0.0007,0.07926329225301743,0.0032489581499248743,0.04599342495203018
1,0.008769149892032146,0.0007,0.06946644186973572,0.003318818984553218,0.0422179214656353
2,0.008515357039868832,0.0007,0.06851755082607269,0.003252974711358547,0.04606945440173149
3,0.008322618901729584,0.00035,0.06768564879894257,0.003242701990529895,0.04232538864016533
4,0.00817401148378849,0.00035,0.06708580255508423,0.0031978667248040438,0.04510946944355965
