Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,49687,0,11,11.821780333038703,3.3212999696843326,78.8384999614209,46.0,27.61844748436622,0.0,11,13,14,15,18,21,25,29,39,57,79
GET,/cpu,12533,0,13,14.202955971907011,3.9683000068180263,74.03900002827868,14.889571531157744,6.966450023578841,0.0,13,16,17,18,21,24,28,32,42,55,74
GET,/io,12354,0,33,32.61965021070734,8.82879999699071,104.45549996802583,15.899384814634937,6.8669531310375005,0.0,33,38,41,43,47,50,53,55,64,80,100
GET,/maybe-error,6103,29,12,13.037957036705981,4.171900043729693,53.15130000235513,26.023758807144027,3.3923437719541742,0.016119608288820423,12,14,16,17,20,22,26,30,40,53,53
,Aggregated,80677,29,13,15.46845144343121,3.3212999696843326,104.45549996802583,35.0466303903219,44.84419441093674,0.016119608288820423,13,15,18,20,29,39,45,49,57,67,100
