epoch,loss,lr,mae,val_loss,val_mae
0,0.011454435996711254,0.001,0.07899682968854904,0.003209825837984681,0.04488741606473923
1,0.008783336728811264,0.001,0.06937550753355026,0.003208467038348317,0.04294427111744881
2,0.008516336791217327,0.001,0.06855848431587219,0.003276898292824626,0.04676714912056923
3,0.008334029465913773,0.0005,0.06779570877552032,0.0032821171917021275,0.042035169899463654
4,0.008194182999432087,0.0005,0.06710299849510193,0.003174146171659231,0.044702671468257904
