timestamp,source_name,machine_id,service_id,cpu_usage,memory_usage,disk_io,network_in,network_out,request_rate,throughput,response_time,error_rate,congestion_label,is_synthetic,is_noisy,time_index,label_reason,label_rule_version,load_profile
2026-05-17 13:19:14+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.3559180339453973,76.9609375,0.0,7370.717844869906,1041.6611929307803,0.0,8412.379037800687,0.0,0.0,0,0,0,0,normal,testbed_rule_v1,mixed
2026-05-17 13:19:19+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.4313077281505185,77.6953125,0.0,12936.802563553272,7106.645358469008,0.0,20043.44792202228,0.0,0.0,0,0,0,1,normal,testbed_rule_v1,mixed
2026-05-17 13:19:24+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.4899725,77.6953125,0.0,13094.505897511051,6958.487865464937,0.0,20052.99376297599,0.0,0.0,0,0,0,2,normal,testbed_rule_v1,mixed
2026-05-17 13:19:29+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.5945357974137927,80.64453125,6021.1601906363885,17907.947303378838,12126.019260385732,0.0,30033.96656376457,0.0,0.0,0,0,0,3,normal,testbed_rule_v1,mixed
2026-05-17 13:19:34+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.6735960634840802,81.6640625,5889.97326403733,22201.747994603065,14915.260997824727,0.0,37117.00899242779,0.0,0.0,0,0,0,4,normal,testbed_rule_v1,mixed
2026-05-17 13:19:39+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.7120160000000002,81.6640625,6225.92,23207.593082293268,17551.899054919166,0.0,40759.49213721244,0.0,0.0,0,0,0,5,normal,testbed_rule_v1,mixed
2026-05-17 13:19:44+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.8539253515236005,83.0546875,7757.478111929894,23216.643849188808,17505.103739331087,0.0,40721.747588519895,0.0,0.0,0,0,0,6,normal,testbed_rule_v1,mixed
2026-05-17 13:19:49+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,0.9237944745544074,85.01171875,7554.864642039448,28354.76029892052,22730.071844918868,0.0,51084.83214383939,0.0,0.0,0,0,0,7,normal,testbed_rule_v1,mixed
2026-05-17 13:19:54+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,1.1823804482592697,84.95703125,7885.127540476264,29637.185076953177,23822.436487377803,0.0,53459.62156433098,0.0,0.0,0,0,0,8,normal,testbed_rule_v1,mixed
2026-05-17 13:19:59+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,2.1679895078889406,87.0,7903.183768901691,35873.24383170773,30640.43372133812,1.4366127534990003,66513.67755304585,1.00643653680122,0.0,0,0,0,9,normal,testbed_rule_v1,mixed
2026-05-17 13:20:04+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,3.312593593161316,84.8046875,7803.734761071706,37727.497405510105,33208.89188584754,6.703917953134589,70936.38929135764,6.570172615674964,0.0,0,0,0,10,normal,testbed_rule_v1,mixed
2026-05-17 13:20:09+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,4.203677991655272,84.828125,7539.707583885558,44791.19509295893,40982.16548031699,10.733133917842952,85773.36057327592,5.589470679357207,0.0,0,0,0,11,normal,testbed_rule_v1,mixed
2026-05-17 13:20:14+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,5.298950482889523,85.3828125,9298.87046651408,37773.62006350655,40186.41624740935,14.633589671761476,77960.0363109159,5.331944070133733,0.0,0,0,0,12,normal,testbed_rule_v1,mixed
2026-05-17 13:20:19+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,6.458855824770766,85.95703125,3591.818060506701,44209.06048516704,47209.60813527703,20.225687494708325,91418.66862044408,5.080675763433021,0.0,0,0,0,13,normal,testbed_rule_v1,mixed
2026-05-17 13:20:24+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,7.224068506388917,87.21484375,3371.917391459966,42515.23238147181,45875.34069597569,23.736558715417164,88390.57307744751,5.107417747471444,0.0,0,0,0,14,normal,testbed_rule_v1,mixed
2026-05-17 13:20:29+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,8.708353476332768,87.00390625,4599.531794217849,48945.5551485473,52792.119869928734,27.260659834997373,101737.67501847605,5.013148422814545,0.0,0,0,0,15,normal,testbed_rule_v1,mixed
2026-05-17 13:20:34+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,9.437556086283347,89.81640625,3299.879374377459,47173.45693208556,52543.91706618077,30.890105070599752,99717.37399826632,4.956681538022006,0.0,0,0,0,16,normal,testbed_rule_v1,mixed
2026-05-17 13:20:39+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,10.222150851408337,88.55078125,3133.8944146901304,47924.59335735853,52668.67247199766,34.662050844885435,100593.26582935618,4.975635806105748,0.0,0,0,0,17,normal,testbed_rule_v1,mixed
2026-05-17 13:20:44+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,11.12365471857125,90.02734375,3158.170309670247,49752.701967187626,55006.91153292901,38.12238807737396,104759.61350011664,5.057373267453786,0.0,0,0,0,18,normal,testbed_rule_v1,mixed
2026-05-17 13:20:49+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.309111126201069,90.79296875,4172.070756798968,49097.37050035832,55628.16418937543,42.88191880835421,104725.53468973374,5.011208236376347,0.0,0,0,0,19,normal,testbed_rule_v1,mixed
2026-05-17 13:20:54+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,11.991478704082066,90.79296875,3510.3667780679834,48811.04410963239,56367.48650691795,44.748138414367055,105178.53061655034,5.075423379647881,0.0,0,0,0,20,normal,testbed_rule_v1,mixed
2026-05-17 13:20:59+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.615876186603966,93.08984375,4344.428927504463,54175.13361766453,61882.02055102665,45.14953483890183,116057.15416869118,5.0250515609000574,0.0,0,0,0,21,normal,testbed_rule_v1,mixed
2026-05-17 13:21:04+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.743839701445689,93.453125,4285.789023943637,46878.45601955075,53963.54759685383,44.95602508847541,100842.00361640456,4.936784666536924,0.0,0,0,0,22,normal,testbed_rule_v1,mixed
2026-05-17 13:21:09+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.275457900353176,93.453125,3245.3641326415523,53791.12861912416,61497.1470967514,44.95444989488437,115288.27571587556,4.925365553174817,0.0,0,0,0,23,normal,testbed_rule_v1,mixed
2026-05-17 13:21:14+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.982772034530532,94.61328125,3128.49479555224,48986.13305248376,56617.50043882745,45.20051157168135,105603.6334913112,4.759908825261459,0.0,0,0,0,24,normal,testbed_rule_v1,mixed
2026-05-17 13:21:19+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.995498494775989,94.75,4352.04533380556,53888.07785888077,61648.06586974153,45.85009282178218,115536.1437286223,4.7521545158159935,0.0,0,0,0,25,normal,testbed_rule_v1,mixed
2026-05-17 13:21:24+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,12.77558037237194,96.58984375,3456.415964953229,48670.2019752647,56103.05187294244,45.81230299162654,104773.25384820714,4.7339979848035965,0.0,0,0,0,26,normal,testbed_rule_v1,mixed
2026-05-17 13:21:29+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,13.18449797364866,96.31640625,3377.462762504605,51905.13075611142,59178.22626492324,42.73669554455446,111083.35702103468,5.401913137104048,0.0,0,0,0,27,normal,testbed_rule_v1,mixed
2026-05-17 13:21:34+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,14.997603375831789,96.9765625,4431.861215804375,52696.45758282122,60101.55753337572,42.15574420358517,112798.01511619694,7.276247219724759,0.0,0,0,0,28,normal,testbed_rule_v1,mixed
2026-05-17 13:21:39+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,19.474160755671043,97.5234375,4314.909754898518,53439.811476707175,61369.60765348293,44.57206945894728,114809.4191301901,10.250551574837209,0.0433839479392624,0,0,0,29,normal,testbed_rule_v1,mixed
2026-05-17 13:21:44+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,24.08665873585137,97.453125,3081.261699410437,56897.53875195121,65687.84259628998,55.32476676641437,122585.38134824118,16.37294227426015,0.1272669424117085,0,0,0,30,normal,testbed_rule_v1,mixed
2026-05-17 13:21:49+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,33.12993205225551,98.5625,3429.0831921811423,59970.62455892732,70321.47141848977,63.31631754972717,130292.09597741708,19.07538580650547,0.1112037809285515,0,0,0,31,normal,testbed_rule_v1,mixed
2026-05-17 13:21:54+00:00,docker_prometheus_testbed,docker_host,congestion-webapp,37.73066896477432,99.4375,4412.366691802219,61219.857886537226,72958.1259262074,70.79864106039535,134177.9838127446,20.7577005124316,0.1491795126802585,0,0,0,32,normal,testbed_rule_v1,mixed
