timestamp,cpu_usage,memory_usage,network_in,network_out,disk_io,request_rate,error_rate,response_time,inflight_requests,throughput,source_name,machine_id,service_id,load_profile,is_synthetic,is_noisy,time_index
2026-05-17T13:19:14Z,0.3559180339453973,76.9609375,7370.717844869906,1041.6611929307805,0.0,,,,1.0,8412.379037800687,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,0
2026-05-17T13:19:19Z,0.43130772815051854,77.6953125,12936.802563553272,7106.645358469008,0.0,,,,1.0,20043.44792202228,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,1
2026-05-17T13:19:24Z,0.4899725,77.6953125,13094.505897511053,6958.487865464937,0.0,0.0,,0.0,1.0,20052.99376297599,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,2
2026-05-17T13:19:29Z,0.5945357974137927,80.64453125,17907.947303378838,12126.019260385732,6021.1601906363885,0.0,,0.0,1.0,30033.96656376457,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,3
2026-05-17T13:19:34Z,0.6735960634840802,81.6640625,22201.747994603065,14915.260997824727,5889.97326403733,0.0,,0.0,1.0,37117.00899242779,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,4
2026-05-17T13:19:39Z,0.7120160000000002,81.6640625,23207.593082293268,17551.899054919166,6225.92,0.0,,0.0,1.0,40759.49213721244,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,5
2026-05-17T13:19:44Z,0.8539253515236005,83.0546875,23216.643849188808,17505.103739331087,7757.478111929894,0.0,,0.0,1.0,40721.747588519895,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,6
2026-05-17T13:19:49Z,0.9237944745544074,85.01171875,28354.76029892052,22730.071844918868,7554.864642039448,0.0,,0.0,1.0,51084.83214383939,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,7
2026-05-17T13:19:54Z,1.1823804482592695,84.95703125,29637.185076953177,23822.436487377803,7885.127540476264,0.0,,0.0,1.0,53459.621564330984,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,8
2026-05-17T13:19:59Z,2.1679895078889406,87.0,35873.24383170773,30640.433721338122,7903.183768901691,1.4366127534990005,,1.00643653680122,1.0,66513.67755304585,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,9
2026-05-17T13:20:04Z,3.3125935931613157,84.8046875,37727.497405510105,33208.89188584754,7803.734761071706,6.703917953134589,,6.570172615674964,2.0,70936.38929135764,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,10
2026-05-17T13:20:09Z,4.203677991655272,84.828125,44791.19509295893,40982.16548031699,7539.707583885558,10.733133917842952,,5.589470679357207,1.0,85773.36057327592,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,11
2026-05-17T13:20:14Z,5.298950482889523,85.3828125,37773.62006350655,40186.41624740935,9298.87046651408,14.633589671761476,,5.331944070133733,2.0,77960.0363109159,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,12
2026-05-17T13:20:19Z,6.458855824770766,85.95703125,44209.06048516704,47209.60813527703,3591.818060506701,20.225687494708325,,5.080675763433021,1.0,91418.66862044408,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,13
2026-05-17T13:20:24Z,7.224068506388917,87.21484375,42515.23238147181,45875.34069597569,3371.917391459966,23.736558715417164,0.0,5.107417747471444,1.0,88390.57307744751,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,14
2026-05-17T13:20:29Z,8.708353476332768,87.00390625,48945.555148547304,52792.119869928734,4599.531794217849,27.260659834997373,0.0,5.013148422814545,1.0,101737.67501847603,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,15
2026-05-17T13:20:34Z,9.437556086283347,89.81640625,47173.45693208556,52543.91706618077,3299.879374377459,30.890105070599752,0.0,4.956681538022006,1.0,99717.37399826632,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,16
2026-05-17T13:20:39Z,10.222150851408337,88.55078125,47924.59335735853,52668.67247199766,3133.8944146901304,34.662050844885435,0.0,4.975635806105748,1.0,100593.26582935618,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,17
2026-05-17T13:20:44Z,11.12365471857125,90.02734375,49752.701967187626,55006.911532929014,3158.170309670247,38.12238807737396,0.0,5.057373267453786,2.0,104759.61350011664,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,18
2026-05-17T13:20:49Z,12.309111126201067,90.79296875,49097.370500358316,55628.16418937543,4172.0707567989675,42.881918808354214,0.0,5.011208236376347,1.0,104725.53468973374,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,19
2026-05-17T13:20:54Z,11.991478704082066,90.79296875,48811.04410963239,56367.48650691795,3510.3667780679834,44.748138414367055,0.0,5.075423379647881,2.0,105178.53061655034,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,20
2026-05-17T13:20:59Z,12.615876186603966,93.08984375,54175.13361766453,61882.02055102665,4344.428927504463,45.14953483890183,0.0,5.0250515609000574,1.0,116057.15416869118,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,21
2026-05-17T13:21:04Z,12.743839701445689,93.453125,46878.45601955075,53963.54759685383,4285.789023943637,44.956025088475414,0.0,4.936784666536924,1.0,100842.00361640457,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,22
2026-05-17T13:21:09Z,12.275457900353176,93.453125,53791.12861912416,61497.147096751396,3245.3641326415523,44.95444989488437,0.0,4.925365553174817,1.0,115288.27571587556,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,23
2026-05-17T13:21:14Z,12.982772034530532,94.61328125,48986.13305248376,56617.50043882745,3128.4947955522393,45.200511571681346,0.0,4.759908825261459,1.0,105603.63349131121,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,24
2026-05-17T13:21:19Z,12.995498494775989,94.75,53888.07785888077,61648.06586974153,4352.04533380556,45.85009282178218,0.0,4.7521545158159935,2.0,115536.1437286223,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,25
2026-05-17T13:21:24Z,12.775580372371941,96.58984375,48670.2019752647,56103.05187294244,3456.415964953229,45.81230299162654,0.0,4.7339979848035965,1.0,104773.25384820714,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,26
2026-05-17T13:21:29Z,13.184497973648659,96.31640625,51905.13075611142,59178.22626492324,3377.4627625046055,42.73669554455446,0.0,5.401913137104048,1.0,111083.35702103467,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,27
2026-05-17T13:21:34Z,14.997603375831789,96.9765625,52696.45758282122,60101.557533375715,4431.861215804375,42.15574420358517,0.0,7.276247219724759,1.0,112798.01511619694,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,28
2026-05-17T13:21:39Z,19.474160755671043,97.5234375,53439.811476707175,61369.60765348293,4314.909754898518,44.57206945894728,0.04338394793926248,10.250551574837207,2.0,114809.4191301901,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,29
2026-05-17T13:21:44Z,24.086658735851366,97.453125,56897.53875195121,65687.84259628998,3081.261699410437,55.32476676641437,0.12726694241170855,16.37294227426015,2.0,122585.38134824118,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,30
2026-05-17T13:21:49Z,33.12993205225551,98.5625,59970.62455892732,70321.47141848977,3429.0831921811423,63.31631754972717,0.11120378092855157,19.07538580650547,2.0,130292.09597741709,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,31
2026-05-17T13:21:54Z,37.730668964774324,99.4375,61219.857886537226,72958.1259262074,4412.366691802219,70.79864106039535,0.14917951268025859,20.757700512431594,8.0,134177.9838127446,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,32
2026-05-17T13:21:59Z,48.974642547868775,98.76953125,62677.859267981774,75306.85912139961,3704.6473587991923,79.03538109487766,0.155902004454343,22.21577937216026,4.0,137984.7183893814,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,33
2026-05-17T13:22:04Z,56.72885168665158,100.7734375,71137.68141592921,85481.73451327435,3717.237251153719,86.80115476693423,0.16223889677550193,23.66913368120053,4.0,156619.41592920356,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,34
2026-05-17T13:22:09Z,59.89109335309058,102.12890625,78539.8889649403,94847.74507567115,4335.309060118543,94.0327407146629,0.1871958068139274,25.082168753088684,4.0,173387.63404061145,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,35
2026-05-17T13:22:14Z,72.33645550899679,102.6015625,75482.91149896177,92629.9455637241,3100.9542589527796,101.43863513206428,0.1895571256246769,26.378566843873827,3.0,168112.8570626859,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,36
2026-05-17T13:22:19Z,73.98636039562388,102.6015625,82510.00288822564,101882.94984114758,3204.35396459542,109.39794419970632,0.1757750079897731,27.27163338718436,3.0,184392.95272937324,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,37
2026-05-17T13:22:24Z,86.80357644744238,103.35546875,87333.4288060186,108415.51622080922,4029.2299044406973,119.91329883932319,0.18950437317784258,27.04055947011651,1.0,195748.9450268278,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,38
2026-05-17T13:22:29Z,90.83781964773867,102.50390625,92463.55097606282,114670.27652192199,3047.302674833039,127.3969968710123,0.17837541163556533,27.130694510702284,4.0,207133.8274979848,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,39
2026-05-17T13:22:34Z,95.08709577715103,102.50390625,88452.50927375558,110349.03302114464,3402.387667581038,132.95808132014125,0.17091769655535105,27.148107775177326,7.0,198801.54229490022,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,40
2026-05-17T13:22:39Z,96.65257351643307,104.375,93009.01697978239,116441.73788637477,4337.910827126063,136.4144874842679,0.16658124038954383,27.08719004472059,2.0,209450.75486615716,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,41
2026-05-17T13:22:44Z,96.84970737012932,105.25,91748.25884825707,115129.6556883561,4242.874160523454,137.5549188156638,0.16664352173309263,27.22642679169542,6.0,206877.91453661316,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,42
2026-05-17T13:22:49Z,96.41307185064659,105.62890625,95108.03105248694,118524.61184391315,3016.6652393594245,137.73210055780547,0.15256588072122054,27.5841794619971,5.0,213632.6428964001,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,43
2026-05-17T13:22:54Z,93.94075942691393,103.91796875,94262.9419740639,117178.58012029344,4032.2756438428405,136.8177737024089,0.16755096341803966,28.018078754677386,4.0,211441.52209435735,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,44
2026-05-17T13:22:59Z,94.75668571021765,105.78515625,90435.95812950395,112346.60635070922,4082.3678074999557,129.55852293350142,0.22117369507519907,31.86872931347682,7.0,202782.56448021316,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,45
2026-05-17T13:23:04Z,95.46115941021004,102.34375,81375.21369027688,102074.09104527593,3062.4565308109613,122.1846524156112,0.2501563477173233,35.393437002814075,5.0,183449.3047355528,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,46
2026-05-17T13:23:09Z,95.91764981761334,102.15234375,83260.36039176048,102856.6100867868,3059.371200277923,111.12148311334316,0.36962365591397844,39.810264425067004,11.0,186116.97047854727,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,47
2026-05-17T13:23:14Z,91.98315176569461,102.796875,80630.29898933184,99139.89682762492,3543.515508188791,106.24304943053266,0.4150875293268363,44.647701393791515,3.0,179770.19581695675,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,48
2026-05-17T13:23:19Z,98.04374560168894,102.7265625,77207.69977924945,94513.14790286976,3386.910626319493,98.43923764236682,0.4479937670432412,51.56425248987128,6.0,171720.84768211923,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,49
2026-05-17T13:23:24Z,99.00088198236037,103.13671875,74449.24639116898,90717.00750070762,3675.155587797335,91.18972294123286,0.5046257359125316,58.0438276537008,4.0,165166.2538918766,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,50
2026-05-17T13:23:29Z,94.85291194181545,101.73046875,71921.02258432838,86415.32328295242,3580.7481418467987,83.44518157763545,0.5514705882352942,66.00508716911779,7.0,158336.3458672808,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,51
2026-05-17T13:23:34Z,99.89624269805694,102.46875,67235.65513032865,81089.4952488885,4337.221820235427,75.64136978946965,0.6337135614702154,75.98880626692014,3.0,148325.15037921717,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,52
2026-05-17T13:23:39Z,99.09506642432875,102.62890625,61132.82086038382,73663.26603410146,3300.192995933969,65.62773594817018,0.880469583778015,91.36743775400215,9.0,134796.08689448528,docker_prometheus_testbed,docker_host,congestion-webapp,mixed,0,0,53
