epoch,train_loss,val_loss,val_rmse,learning_rate,epoch_time_seconds
1,0.01460938338357746,0.004057951271533966,0.06370205076395866,0.0007,3.604503200000181
2,0.014032076856414421,0.003705000039190054,0.060868711496055626,0.0007,3.589040200000454
3,0.011766283582958779,0.0033937401603907347,0.058255816536983966,0.0007,3.609274700000242
4,0.01009967974727199,0.003258496755734086,0.05708324408908525,0.0007,3.674034700001357
5,0.009322506338985783,0.003206975292414427,0.056630162390853396,0.0007,3.5796854000000167
6,0.00894961367450194,0.003190629882737994,0.05648566085953137,0.0007,3.638286199999129
7,0.008710862007096745,0.0031808940693736076,0.0563994155056026,0.0007,3.534868099999585
8,0.008476653506225916,0.0031704052817076445,0.05630635205469845,0.0007,3.6896291999983077
9,0.008243307572779026,0.0031711310148239136,0.05631279619077633,0.0007,3.6619273999967845
10,0.008133922479104962,0.003166315145790577,0.056270019955484085,0.0007,3.5070382000012614
11,0.008026881313757197,0.0031609698198735714,0.05622250278912858,0.0007,3.6145988999996916
12,0.007880728516539329,0.003153333207592368,0.05615454752370789,0.0007,3.6336855000008654
13,0.007710507189792193,0.003141532652080059,0.056049376910720955,0.0007,3.894639600002847
14,0.00754783974248874,0.003126534866169095,0.05591542601258704,0.0007,3.719710600002145
15,0.007352910240264505,0.0031091556884348392,0.0557598035186176,0.0007,3.5055906000015966
16,0.0071728882633589125,0.0030945460312068462,0.05562864398137749,0.0007,3.768885000001319
17,0.007021595830401259,0.0030885995365679264,0.055575170144300294,0.0007,3.98201809999955
18,0.006870411401823833,0.003083768067881465,0.05553168526059213,0.0007,3.597079899998789
19,0.006789283982080439,0.0030820395331829786,0.05551611957965883,0.0007,3.662936799999443
20,0.006611226576778075,0.003080780850723386,0.05550478223291562,0.0007,3.735321099997236
21,0.006468483105856465,0.003084236988797784,0.05553590720243781,0.0007,3.5697956000003614
22,0.006307893775905786,0.0030806385912001133,0.05550350071121742,0.0007,3.6937125000004016
23,0.0061918519230643185,0.0030685951933264732,0.05539490223230359,0.0007,3.5959594000014476
24,0.006085925075235996,0.003058652626350522,0.05530508680357099,0.0007,3.6949916999983543
25,0.006068363211776936,0.003058217465877533,0.055301152482362725,0.0007,3.72623079999903
26,0.006014850684650912,0.0030513021629303694,0.055238593057122386,0.0007,3.624204399999144
27,0.005976930546333616,0.0030510788783431053,0.05523657192787316,0.0007,3.7521148000014364
28,0.005936067850653375,0.0030464662704616785,0.05519480292982011,0.0007,3.779543900000135
29,0.005917025362716967,0.0030420830007642508,0.05515508136848545,0.0007,3.651047600000311
30,0.0059258704228075535,0.0030438792891800404,0.05517136294473828,0.0007,3.725370500000281
31,0.005911709715382018,0.0030406529549509287,0.05514211598180586,0.0007,3.6760084000015922
32,0.005884808251697026,0.0030472700018435717,0.055202083310719095,0.0007,3.6737920999985363
33,0.005879161075238934,0.003047108417376876,0.0552006197191379,0.0007,3.706835000000865
34,0.00585591698096793,0.0030390461906790733,0.05512754475467843,0.0007,3.6632008999986283
35,0.005850743243125466,0.003037621034309268,0.055114617247235494,0.0007,3.6987397000011697
36,0.005848330097126492,0.0030351581517606974,0.05509226943737839,0.0007,3.8226097999977355
37,0.0058405178756024065,0.003034911584109068,0.05509003162196468,0.0007,3.640651900001103
38,0.005835610013612117,0.0030345695558935404,0.05508692726857744,0.0007,3.661755400000402
39,0.005833369935077898,0.003040943294763565,0.05514474856922973,0.0007,3.6782087000028696
40,0.0058264266880061685,0.003040633164346218,0.0551419365306136,0.0007,3.6260971000010613
41,0.005824908833385686,0.003038829891011119,0.05512558290858355,0.0007,3.643196299999545
42,0.005812230753304249,0.0030376664362847805,0.055115029132576716,0.0007,3.743446899999981
43,0.005803390731773434,0.0030416788067668676,0.05515141708756782,0.0007,3.6866793999979564
44,0.005789829139189607,0.0030378461815416813,0.05511665974586705,0.0007,3.722430700003315
45,0.005791004972396356,0.0030374228954315186,0.05511281970133191,0.0007,3.677377500000148
46,0.005799641254295208,0.0030414038337767124,0.05514892413979363,0.0007,3.648193299999548
47,0.005797742446622905,0.003041513031348586,0.05514991415540541,0.0007,3.935741400000552
48,0.0057936077495367175,0.0030385975260287523,0.05512347527169121,0.0007,3.6780797999999777
49,0.005782784480245763,0.0030381188262254,0.05511913303223664,0.0007,3.6547136000008322
50,0.0057889660195123115,0.0030382268596440554,0.05512011302278013,0.0007,3.6354000000028464
51,0.005778845435196764,0.0030398890376091003,0.05513518874193776,0.0007,3.5550072000005457
52,0.005778617695434375,0.003042408498004079,0.05515803203527188,0.0007,3.7713971999983187
53,0.005774304436865064,0.003035623114556074,0.05509648913094258,0.0007,3.537948299999698
54,0.005779689674924934,0.0030408899765461683,0.05514426512835372,0.0007,3.6502179999988584
55,0.005776821584911661,0.0030392170883715153,0.05512909475378237,0.0007,3.7136366999984602
56,0.005771555013305853,0.0030409006867557764,0.055144362239088196,0.0007,3.6918929999992542
57,0.005767218996718358,0.0030421216506510973,0.05515543174204239,0.0007,3.664733100002195
58,0.0057678583420792155,0.003043755888938904,0.05517024459741776,0.0007,3.7814298999983293
59,0.005756958449008257,0.0030376657377928495,0.055115022795902475,0.0007,3.7870705999994243
60,0.00576233083246213,0.003040868090465665,0.055144066684147126,0.0007,3.611423999998806
