Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/maybe-error,HTTPError('503 Server Error: SERVICE UNAVAILABLE for url: /maybe-error'),71,2026-05-17T13:24:25Z,2026-05-17T13:25:54Z
