Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/maybe-error,HTTPError('503 Server Error: SERVICE UNAVAILABLE for url: /maybe-error'),4,2026-05-17T13:26:21Z,2026-05-17T13:27:21Z
