timestamp,cpu_usage,memory_usage,network_in,network_out,disk_io,request_rate,error_rate,response_time,inflight_requests,throughput,source_name,machine_id,service_id,load_profile,is_synthetic,is_noisy,time_index,congestion_label,label_reason,label_rule_version,imputed_fields
2026-05-17T14:13:28Z,1.4710526315789627,114.1328125,31881.935629705626,32518.85726208899,3823.8568308321,0.0,0.0,0.0,1.0,64400.79289179461,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,0,0,normal,testbed_rule_v1,
2026-05-17T14:13:33Z,1.4471138763064957,115.015625,44327.75700437718,45245.44117386449,3826.215696987856,0.0,0.0,0.0,1.0,89573.19817824167,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,1,0,normal,testbed_rule_v1,
2026-05-17T14:13:38Z,2.766829995739208,112.78125,42513.40503811149,43781.57621419896,122019.031387587,0.6731382413377738,0.0,5.867304973698513,1.0,86294.98125231045,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,2,0,normal,testbed_rule_v1,
2026-05-17T14:13:43Z,3.882941629226568,114.1953125,49577.745288569546,51414.60588015048,123025.90080011456,4.378190584231424,0.0,5.897557299608468,1.0,100992.35116872002,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,3,0,normal,testbed_rule_v1,
2026-05-17T14:13:48Z,5.221032870378392,113.90234375,46132.70791609572,48537.70071325674,122533.26148551164,8.129073391895721,0.0,6.105540355133252,1.0,94670.40862935246,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,4,0,normal,testbed_rule_v1,
2026-05-17T14:13:53Z,6.146499635568513,113.2578125,52666.01768048832,55776.18746930472,129716.61807580176,12.861361516941248,0.0,5.9481685845957095,1.0,108442.20514979304,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,5,0,normal,testbed_rule_v1,
2026-05-17T14:13:58Z,7.547039096284546,112.62109375,50132.60608666058,53725.45542479445,125652.59906451328,16.96133670099087,0.0,5.995974591067827,1.0,103858.06151145505,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,6,0,normal,testbed_rule_v1,
2026-05-17T14:14:03Z,8.509146352242478,113.48828125,55587.96207706358,59768.32217100113,124902.33166575331,21.04075917859365,0.0,5.936231748617673,1.0,115356.28424806472,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,7,0,normal,testbed_rule_v1,
2026-05-17T14:14:08Z,9.531225954225842,113.62890625,51525.51965065502,56136.62882096069,127461.73254835994,25.093785837852547,0.0,5.912071677769165,1.0,107662.14847161571,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,8,0,normal,testbed_rule_v1,
2026-05-17T14:14:13Z,10.919952654101786,115.29296875,58966.839378238335,64318.68858316955,129708.53136665755,29.375097397537797,0.0663129973474801,5.654578293768075,1.0,123285.52796140788,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,9,0,normal,testbed_rule_v1,
2026-05-17T14:14:18Z,13.179113551676815,115.10546875,60445.0403713383,66760.9314662402,138648.67621102175,34.141242337266576,0.0518941359626362,5.649177209133585,1.0,127205.9718375785,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,10,0,normal,testbed_rule_v1,
2026-05-17T14:14:23Z,14.657506441398022,115.4921875,63862.904985814326,70972.46195662956,140096.84715693412,38.053693655353406,0.0465983224603914,5.484684192452297,1.0,134835.36694244388,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,11,0,normal,testbed_rule_v1,
2026-05-17T14:14:28Z,15.73908758363186,115.06640625,51594.16266651245,58870.684170956,133917.0978563712,41.721291145519615,0.0424628450106157,5.556314139279698,1.0,110464.84683746845,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,12,0,normal,testbed_rule_v1,
2026-05-17T14:14:33Z,15.873693941778082,115.45703125,55259.83469760788,62952.5152984185,8056.648308418567,43.73607321711194,0.0,5.611888182409001,1.0,118212.34999602636,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,13,0,normal,testbed_rule_v1,
2026-05-17T14:14:38Z,16.11753459479783,116.46484375,50958.086690853546,58538.62898606073,8285.709170977963,44.71451095718107,0.0,5.525360055445784,1.0,109496.71567691427,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,14,0,normal,testbed_rule_v1,
2026-05-17T14:14:43Z,16.186862614517942,116.03125,53677.42843075191,61255.34571287894,4202.235461401393,44.60979714766587,0.0,5.484930204841838,1.0,114932.77414363084,docker_prometheus_testbed,docker_host,congestion-webapp,longrun_mixed,0,0,15,0,normal,testbed_rule_v1,
